revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value	db_xref	pombase_reference	pombase_comments
20080123	-	2008-01-23	II	SPBP4H10.15		CDS	added	join(2903103..2905816,2905857..2905881)			
20080123	-	2008-01-23	II	SPBP4H10.15		CDS	removed	2903103..2905820			
20080123	-	2008-01-23	II	SPBPB2B2.18		CDS	added	join(4502692..4502725,4502787..4502857,4503068..4503286,4503527..4503664)		PMID:18488015	Solexa transread data; changed 5’ intron/exon
20080123	-	2008-01-23	II	SPBPB2B2.18		CDS	removed	join(4502439..4502463,4502712..4502857,4503068..4503286,4503527..4503664)		PMID:18488015	Solexa transread data; changed 5’ intron/exon
20080123	-	2008-01-23	II	SPBPJ4664.05		CDS	added	join(705932..706077,706141..706666)		PMID:18488015	Solexa transread data; added new 5’ intron and exon, improved homology
20080123	-	2008-01-23	II	SPBPJ4664.05		CDS	removed	706175..706666		PMID:18488015	Solexa transread data; added new 5’ intron and exon, improved homology
20080123	-	2008-01-23	III	SPCC1020.11c		CDS	added	join(757365..757424,757506..757761,757851..757861)		PMID:18488015	Solexa transread data; added 3’intron/exon
20080123	-	2008-01-23	III	SPCC1020.11c		CDS	removed	join(757365..757424,757506..757802)		PMID:18488015	Solexa transread data; added 3’intron/exon
20080123	-	2008-01-23	III	SPCC1393.06c		CDS	added	complement(join(804627..805627,805678..805800,805849..805921,805965..806009))		PMID:18488015	Solexa intron data; changed first intron and added a new 2nd exon, improved homology, also confirmed by transread data
20080123	-	2008-01-23	III	SPCC1393.06c		CDS	removed	complement(join(804627..805627,805678..805800,805907..806009))		PMID:18488015	Solexa intron data; changed first intron and added a new 2nd exon, improved homology, also confirmed by transread data
20080123	-	2008-01-23	III	SPCC1442.08c	cox12	CDS	added	complement(join(1781505..1781563,1781637..1781744,1781830..1781855,1781920..1781935,1781981..1782032))		PMID:18488015	Solexa transread data; added 2 small 5’ exons, improved homology
20080123	-	2008-01-23	III	SPCC1442.08c	cox12	CDS	removed	complement(join(1781505..1781563,1781637..1781744,1781830..1781914))		PMID:18488015	Solexa transread data; added 2 small 5’ exons, improved homology
20080123	-	2008-01-23	III	SPCC1450.14c	ero12	CDS	added	complement(1759295..1760998)		PMID:18488015	Solexa intron data; deleted first exon, unsupported
20080123	-	2008-01-23	III	SPCC1450.14c	ero12	CDS	removed	complement(join(1759295..1760998,1761117..1761128))		PMID:18488015	Solexa intron data; deleted first exon, unsupported
20080123	-	2008-01-23	III	SPCC1620.09c	tfg1	CDS	added	complement(join(2161331..2161515,2161565..2162363,2162405..2162500,2162584..2163123))		PMID:18488015	Solexa transread data; added 5’ exon, improved homology
20080123	-	2008-01-23	III	SPCC1620.09c	tfg1	CDS	removed	complement(join(2161527..2162363,2162405..2162500,2162584..2163123))		PMID:18488015	Solexa transread data; added 5’ exon, improved homology
20080123	-	2008-01-23	III	SPCC1620.10	cwf26	CDS	added	join(2163205..2164118,2164159..2164165)		PMID:18488015	Solexa transread data; added 3’ exon encoding single methionine
20080123	-	2008-01-23	III	SPCC1620.10	cwf26	CDS	removed	2163205..2164122		PMID:18488015	Solexa transread data; added 3’ exon encoding single methionine
20080123	-	2008-01-23	III	SPCC16C4.01	sif2	CDS	added	join(658832..659139,659223..659488,659567..659628,659709..660197,660298..660322)		PMID:18488015	Solexa transread data; added 3’ intron which changed frame of final exon, shorter product, improved homology
20080123	-	2008-01-23	III	SPCC16C4.01	sif2	CDS	removed	join(658832..659139,659223..659488,659567..659628,659709..660413)		PMID:18488015	Solexa transread data; added 3’ intron which changed frame of final exon, shorter product, improved homology
20080123	-	2008-01-23	III	SPCC16C4.16c		CDS	added	complement(join(697605..697752,697875..698127,698180..698399))		PMID:18488015	Solexa transread data; added 3’ intron/exon, improved homology
20080123	-	2008-01-23	III	SPCC16C4.16c		CDS	removed	complement(join(697862..698127,698180..698399))		PMID:18488015	Solexa transread data; added 3’ intron/exon, improved homology
20080123	-	2008-01-23	III	SPCC1827.02c		CDS	added	complement(2377039..2378127)		PMID:18488015	Solexa intron data; deleted first exon, unsupported
20080123	-	2008-01-23	III	SPCC1827.02c		CDS	removed	complement(join(2377039..2378078,2378197..2378221))		PMID:18488015	Solexa intron data; deleted first exon, unsupported
20080123	-	2008-01-23	III	SPCC338.08	ctp1	CDS	added	complement(join(1358885..1359082,1359121..1359819))		pers. comm. Paul Russell; PMID:18378696	in accordance with paper
20080123	-	2008-01-23	III	SPCC338.08	ctp1	CDS	removed	complement(1358962..1359819)		pers. comm. Paul Russell; PMID:18378696	in accordance with paper
20080123	-	2008-01-23	III	SPCC63.10c		CDS	added	complement(join(854651..855926,855984..856213))		PMID:18488015	Solexa intron data; deleted 2nd and 3rd introns, were not required or supported
20080123	-	2008-01-23	III	SPCC63.10c		CDS	removed	complement(join(854651..855695,855766..855800,855839..855926,855984..856213))		PMID:18488015	Solexa intron data; deleted 2nd and 3rd introns, were not required or supported
20080123	-	2008-01-23	III	SPCC736.12c	mmi1	CDS	added	complement(join(337829..337985,338030..338178,338232..338347,338395..339354,339483..339567))		PMID:18488015	Solexa transread data; added 3’ exon, improved homology
20080123	-	2008-01-23	III	SPCC736.12c	mmi1	CDS	removed	complement(join(338026..338178,338232..338347,338395..339354,339483..339567))		PMID:18488015	Solexa transread data; added 3’ exon, improved homology
20080123	-	2008-01-23	III	SPCC830.02	wtf24	CDS	added	join(2181204..2181342,2181510..2181758,2181808..2182031,2182077..2182371,2182422..2182504)			
20080123	-	2008-01-23	III	SPCC830.02	wtf24	CDS	removed	join(2181204..2181342,2181510..2181758,2181808..2182031,2182077..2182504)			
20071219	-	2007-12-19	I	SPAC1639.01c		CDS	added	complement(join(251726..252337,252392..252752,253590..253630))			
20071219	-	2007-12-19	I	SPAC1639.01c		CDS	removed	complement(join(251726..252337,252392..252752,252945..252958))			
20071219	-	2007-12-19	I	SPAC16A10.06c	nse2	CDS	added	complement(join(3089583..3090047,3090112..3090285,3090533..3090697))		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data
20071219	-	2007-12-19	I	SPAC16A10.06c	nse2	CDS	removed	complement(join(3089583..3089996,3090112..3090285,3090533..3090697))		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data
20071219	-	2007-12-19	I	SPAC17C9.08	pnu1	CDS	added	complement(join(4484835..4485274,4485350..4485596,4485713..4485994))		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data and unsupported from mRNA data so final exon deleted
20071219	-	2007-12-19	I	SPAC17C9.08	pnu1	CDS	removed	complement(join(4484758..4484804,4484843..4485274,4485350..4485596,4485713..4485994))		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data and unsupported from mRNA data so final exon deleted
20071219	-	2007-12-19	I	SPAC227.11c		CDS	added	complement(join(514552..515082,515222..515482,515534..515659))		PMID:18488015	Solexa intron data; removed final exon,  not supported by data
20071219	-	2007-12-19	I	SPAC227.11c		CDS	removed	complement(join(514434..514489,514557..515082,515222..515482,515534..515659))		PMID:18488015	Solexa intron data; removed final exon,  not supported by data
20071219	-	2007-12-19	I	SPAC23D3.08	usp108	CDS	added	join(4352514..4353359,4353410..4353577)		PMID:18488015	Solexa intron data; removed final exon, not supported by data
20071219	-	2007-12-19	I	SPAC23D3.08	usp108	CDS	removed	join(4352514..4353359,4353410..4353573,4353623..4353761)		PMID:18488015	Solexa intron data; removed final exon, not supported by data
20071219	-	2007-12-19	I	SPAC29E6.03c	uso1	CDS	added	complement(join(4405990..4407375,4407447..4409096,4409171..4409338))		PMID:18488015	Solexa intron data; changed internal splice site, better intron, slightly improved homology; deleted final small exon, unsupported
20071219	-	2007-12-19	I	SPAC29E6.03c	uso1	CDS	removed	complement(join(4405871..4405889,4405994..4407291,4407447..4409096,4409171..4409338))		PMID:18488015	Solexa intron data; changed internal splice site, better intron, slightly improved homology; deleted final small exon, unsupported
20071219	-	2007-12-19	I	SPAC4C5.01		CDS	added	join(1192545..1192592,1192662..1192704,1192779..1192841,1192916..1193010,1193062..1193145,1193197..1193613)		PMID:18488015	Solexa intron data` altered intron 5 to improve donor and acceptor, improved homology
20071219	-	2007-12-19	I	SPAC4C5.01		CDS	removed	join(1192545..1192592,1192662..1192704,1192779..1192841,1192916..1193010,1193062..1193175,1193236..1193613)		PMID:18488015	Solexa intron data` altered intron 5 to improve donor and acceptor, improved homology
20071219	-	2007-12-19	I	SPAC56F8.05c	mug64	CDS	added	complement(join(1134697..1135061,1135195..1135402,1135517..1135684,1135729..1135776,1135932..1136003))		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data. N terminal exon unsupported and had no branch site so exon deleted
20071219	-	2007-12-19	I	SPAC56F8.05c	mug64	CDS	removed	complement(join(1134697..1135061,1135195..1135402,1135517..1135684,1135729..1135776,1135932..1135970,1136111..1136170))		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data. N terminal exon unsupported and had no branch site so exon deleted
20071219	-	2007-12-19	I	SPAC631.02		CDS	added	join(2107470..2107515,2107860..2110123)		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	I	SPAC631.02		CDS	removed	2107940..2110123		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	I	SPAC688.08	srb8	CDS	added	join(3123163..3125057,3125099..3126310,3126356..3126653)		PMID:18488015	Solexa intron data; removed final exon, not supported by data
20071219	-	2007-12-19	I	SPAC688.08	srb8	CDS	removed	join(3123163..3125057,3125099..3126310,3126356..3126631,3126671..3126989)		PMID:18488015	Solexa intron data; removed final exon, not supported by data
20071219	-	2007-12-19	I	SPAC6G9.16c		CDS	added	complement(join(3278951..3279367,3279420..3279539,3279683..3279819,3279865..3279985))		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	I	SPAC6G9.16c		CDS	removed	complement(3278951..3279349)		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	I	SPAC823.04		CDS	added	join(2587729..2587897,2588085..2588620)		PMID:18488015	Solexa intron data; changed first intron acceptor, which gave a different N-term exon and improved homology
20071219	-	2007-12-19	I	SPAC823.04		CDS	removed	join(2587859..2587897,2588090..2588620)		PMID:18488015	Solexa intron data; changed first intron acceptor, which gave a different N-term exon and improved homology
20071219	-	2007-12-19	I	SPAPB17E12.08		CDS	added	join(1279573..1279644,1279820..1279869,1279953..1280325)		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data so small N-term exon deleted
20071219	-	2007-12-19	I	SPAPB17E12.08		CDS	removed	join(1279492..1279506,1279582..1279644,1279820..1279869,1279953..1280325)		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data so small N-term exon deleted
20071219	-	2007-12-19	I	SPAPB1A10.03	nxt1	CDS	added	join(1863363..1863381,1863434..1863762)		PMID:18488015	Solexa intron data; SPAPB1A10.03 split to create SPAPB1A10.03 and SPAPB1A10.16; new coordinates 1863363..1863381, 1863434..1863762 and 1863972..1864388
20071219	-	2007-12-19	I	SPAPB1A10.03	nxt1	CDS	removed	join(1863363..1863381,1863434..1863705,1864077..1864388)		PMID:18488015	Solexa intron data; SPAPB1A10.03 split to create SPAPB1A10.03 and SPAPB1A10.16; new coordinates 1863363..1863381, 1863434..1863762 and 1863972..1864388
20071219	-	2007-12-19	I	SPAPB1A10.15		CDS	added	join(1892554..1892640,1892926..1893060,1893098..1893694)		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data so small C-term exon deleted
20071219	-	2007-12-19	I	SPAPB1A10.15		CDS	removed	join(1892554..1892640,1892926..1893060,1893098..1893504,1893585..1893618)		PMID:18488015	Solexa intron data; revised intron structure/original intron absent from Solexa data so small C-term exon deleted
20071219	-	2007-12-19	II	SPBC11B10.03	cog8	CDS	added	1490611..1491747		PMID:18488015	Solexa intron data; removed N-teminal exon, poor donor, did not improve homology
20071219	-	2007-12-19	II	SPBC11B10.03	cog8	CDS	removed	join(1490376..1490423,1490593..1491747)		PMID:18488015	Solexa intron data; removed N-teminal exon, poor donor, did not improve homology
20071219	-	2007-12-19	II	SPBC1604.17c		CDS	added	join(3900047..3900121,3900166..3901170,3901219..3901542)		PMID:18488015	Solexa intron data; updated, better donor (GTAATA instead of GTTAGT); original intron prediction not supported by Solexa data
20071219	-	2007-12-19	II	SPBC1604.17c		CDS	removed	join(3900047..3900121,3900166..3901146,3901219..3901542)		PMID:18488015	Solexa intron data; updated, better donor (GTAATA instead of GTTAGT); original intron prediction not supported by Solexa data
20071219	-	2007-12-19	II	SPBC16A3.14		CDS	added	complement(4271131..4271937)		PMID:18488015	Solexa intron data; removed final exon, unsupported by data
20071219	-	2007-12-19	II	SPBC16A3.14		CDS	removed	complement(join(4270907..4270939,4271137..4271937))		PMID:18488015	Solexa intron data; removed final exon, unsupported by data
20071219	-	2007-12-19	II	SPBC16D10.10		CDS	added	join(3618117..3618179,3618228..3618617,3618658..3618702,3618747..3618971,3619077..3619321,3619366..3619540)		PMID:18488015	Solexa intron data; exon 4 splice altered
20071219	-	2007-12-19	II	SPBC16D10.10		CDS	removed	join(3618117..3618179,3618228..3618617,3618658..3618702,3618747..3618920,3619065..3619321,3619366..3619540)		PMID:18488015	Solexa intron data; exon 4 splice altered
20071219	-	2007-12-19	II	SPBC16H5.04		CDS	added	complement(join(2293393..2293775,2293877..2294039,2294087..2294125))		PMID:18488015	Solexa intron data; altered intron 2 donor and acceptor, improved homology
20071219	-	2007-12-19	II	SPBC16H5.04		CDS	removed	complement(join(2293393..2293824,2293938..2294039,2294087..2294125))		PMID:18488015	Solexa intron data; altered intron 2 donor and acceptor, improved homology
20071219	-	2007-12-19	II	SPBC19G7.06	mbx1	CDS	added	join(2359429..2359479,2359547..2359693,2359845..2359928,2360001..2361092)			Christopher J. McInerny
20071219	-	2007-12-19	II	SPBC19G7.06	mbx1	CDS	removed	join(2359429..2359479,2359547..2359693,2359845..2359928,2360064..2361092)			Christopher J. McInerny
20071219	-	2007-12-19	II	SPBC21B10.02		CDS	added	complement(1669719..1670144)		PMID:18488015	Solexa intron data; intron unsupported by Solexa transcript data, removed final exon
20071219	-	2007-12-19	II	SPBC21B10.02		CDS	removed	complement(join(1669624..1669695,1669737..1670144))		PMID:18488015	Solexa intron data; intron unsupported by Solexa transcript data, removed final exon
20071219	-	2007-12-19	II	SPBC21C3.07c		CDS	added	complement(join(3807920..3808607,3808665..3808795))		PMID:18488015	Solexa intron data; removed final exon, not supported by data
20071219	-	2007-12-19	II	SPBC21C3.07c		CDS	removed	complement(join(3807714..3807783,3807963..3808607,3808665..3808795))		PMID:18488015	Solexa intron data; removed final exon, not supported by data
20071219	-	2007-12-19	II	SPBC29A3.07c		CDS	added	complement(join(2050258..2050358,2050452..2050695))		PMID:18488015	Solexa intron data; final exon deleted, not supported by Solexa intron data; homology improved
20071219	-	2007-12-19	II	SPBC29A3.07c		CDS	removed	complement(join(2050069..2050183,2050304..2050358,2050452..2050695))		PMID:18488015	Solexa intron data; final exon deleted, not supported by Solexa intron data; homology improved
20071219	-	2007-12-19	II	SPBC354.07c		CDS	added	complement(join(558335..559225,559273..559474,559942..560028,560151..560163,560231..560246))		PMID:18488015	Solexa transcript data; additional exon added
20071219	-	2007-12-19	II	SPBC354.07c		CDS	removed	complement(join(558335..559225,559273..559474,559942..560028,560151..560170))		PMID:18488015	Solexa transcript data; additional exon added
20071219	-	2007-12-19	II	SPBPB2B2.07c		CDS	added	complement(join(4474145..4474403,4474438..4474931))		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	II	SPBPB2B2.07c		CDS	removed	complement(4474434..4474931)		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	II	SPNCRNA.25	prl25	misc_RNA	added	complement(2567830..2568256)			
20071219	-	2007-12-19	II	SPNCRNA.25	prl25	misc_RNA	removed	2567830..2568256			
20071219	-	2007-12-19	III	SPCC1442.13c		CDS	added	complement(1791346..1791909)		PMID:18488015	Solexa intron data; deleted final exon, improved homology
20071219	-	2007-12-19	III	SPCC1442.13c		CDS	removed	complement(join(1791196..1791285,1791376..1791909))		PMID:18488015	Solexa intron data; deleted final exon, improved homology
20071219	-	2007-12-19	III	SPCC1450.09c		CDS	added	complement(1741588..1743459)		PMID:18488015	Solexa intron data; original intron absent from Solexa data; C terminal exon unsupported so exon deleted
20071219	-	2007-12-19	III	SPCC1450.09c		CDS	removed	complement(join(1741451..1741481,1741589..1743459))		PMID:18488015	Solexa intron data; original intron absent from Solexa data; C terminal exon unsupported so exon deleted
20071219	-	2007-12-19	III	SPCC1494.02c	taf13	CDS	added	complement(join(2318335..2318508,2318579..2318676,2318903..2318966))		PMID:18488015	Solexa intron data; 2 C-terminal exons removed, not supported by homology
20071219	-	2007-12-19	III	SPCC1494.02c	taf13	CDS	removed	complement(join(2317988..2318068,2318200..2318244,2318398..2318508,2318579..2318676,2318903..2318966))		PMID:18488015	Solexa intron data; 2 C-terminal exons removed, not supported by homology
20071219	-	2007-12-19	III	SPCC18.18c	fum1	CDS	added	complement(join(1988631..1990100,1990630..1990722))		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	III	SPCC18.18c	fum1	CDS	removed	complement(1988631..1990079)		PMID:18488015	Solexa transcript data
20071219	-	2007-12-19	III	SPCC622.14		CDS	added	join(1427098..1427310,1427632..1427709,1427788..1428216,1428277..1428522)		PMID:18488015	Solexa intron data; altered donor for intron 3, improved donor consensus
20071219	-	2007-12-19	III	SPCC622.14		CDS	removed	join(1427098..1427310,1427632..1427709,1427788..1428180,1428277..1428522)		PMID:18488015	Solexa intron data; altered donor for intron 3, improved donor consensus
20071219	-	2007-12-19	III	SPCC736.05	wtf7	CDS	added	join(320617..320755,320964..321335,321387..321523)		PMID:18488015	Solexa intron data; removed final exon,  not supported by data
20071219	-	2007-12-19	III	SPCC736.05	wtf7	CDS	removed	join(320617..320755,320964..321335,321387..321509,321554..321582)		PMID:18488015	Solexa intron data; removed final exon,  not supported by data
20071109	-	2007-11-09	III	SPCC1020.11c		CDS	added	join(757365..757424,757506..757802)		PMID:18488015	Solexa transcript data
20071109	-	2007-11-09	III	SPCC1020.11c		CDS	removed	757494..757802		PMID:18488015	Solexa transcript data
20071109	-	2007-11-09	III	SPCC1529.01		CDS	added	join(237554..237923,237975..238080,238139..238533,238588..239092,239151..239250)		PMID:18488015	Solexa transcript data; new exon added
20071109	-	2007-11-09	III	SPCC1529.01		CDS	removed	join(237554..237923,237975..238080,238139..238533,238588..239105)		PMID:18488015	Solexa transcript data; new exon added
20070919	-	2007-09-19	II	SPBC725.04		CDS	added	join(1208965..1210626,1210660..1210722)			
20070919	-	2007-09-19	II	SPBC725.04		CDS	removed	join(1208965..1210626,1210678..1210722)			
20070904	-	2007-09-04	I	SPAC22F8.07c	rtf1	CDS	added	complement(join(4797267..4797376,4797424..4797575,4797621..4797953,4797992..4798103,4798143..4798230,4798276..4798442,4798490..4798928))		EMBL:AJ627891	Two in-frame splices added
20070904	-	2007-09-04	I	SPAC22F8.07c	rtf1	CDS	removed	complement(join(4797267..4797376,4797424..4797953,4797992..4798103,4798143..4798442,4798490..4798928))		EMBL:AJ627891	Two in-frame splices added
20070705	-	2007-07-05	I	SPAC23C4.04c		CDS	added	1036033..1036347		pers. comm. Val Wood	altered to include stop codon and trimmed to methionine
20070705	-	2007-07-05	I	SPAC23C4.04c		CDS	removed	1036027..1036344		pers. comm. Val Wood	altered to include stop codon and trimmed to methionine
20070705	-	2007-07-05	I	SPAC9E9.02		CDS	added	complement(4435617..4435913)		pers. comm. Val Wood	altered to include stop codon
20070705	-	2007-07-05	I	SPAC9E9.02		CDS	removed	complement(4435620..4435913)		pers. comm. Val Wood	altered to include stop codon
20070705	-	2007-07-05	III	SPCC338.03c		CDS	added	1368919..1369344			
20070705	-	2007-07-05	III	SPCC338.03c		CDS	removed	1368919..1369341			
20070620	-	2007-06-20	I	SPAC11D3.11c		CDS	added	complement(join(127165..129059,129103..129127,129172..129185))			
20070620	-	2007-06-20	I	SPAC11D3.11c		CDS	removed	complement(join(127165..128028,128028..129059,129103..129127,129172..129185))			
20070620	-	2007-06-20	I	SPAPB24D3.05c		CDS	added	complement(2954989..2955350)			
20070620	-	2007-06-20	I	SPAPB24D3.05c		CDS	removed	complement(join(2954989..2955225,2955225..2955350))			
20070620	-	2007-06-20	II	SPBCPT2R1.07c		CDS	added	complement(4523274..4524970)			
20070620	-	2007-06-20	II	SPBCPT2R1.07c		CDS	removed	complement(join(4523274..4524496,4524496..4524970))			
20070620	-	2007-06-20	III	SPCC18B5.02c		CDS	added	complement(717851..718869)			
20070620	-	2007-06-20	III	SPCC18B5.02c		CDS	removed	complement(join(717851..718698,718698..718869))			
20070531	-	2007-05-31	I	SPAC29E6.04		CDS	added	join(4409773..4410192,4410194..4410391)		PMID:17035632	Sequence frameshifted at 4410192, new coordinates give an N terminal extension from 4410194..4410391 (NOTE: Still needs resequencing and underlying sequence changing)
20070531	-	2007-05-31	I	SPAC29E6.04		CDS	removed	4409773..4410210		PMID:17035632	Sequence frameshifted at 4410192, new coordinates give an N terminal extension from 4410194..4410391 (NOTE: Still needs resequencing and underlying sequence changing)
20070412	-	2007-04-12	I	SPAC13G7.07		CDS	added	join(2309026..2309212,2309259..2309569,2309610..2309667,2309714..2309958)		PMID:17310250	changed second exon 3’ boundary and added C-terminal exons
20070412	-	2007-04-12	I	SPAC13G7.07		CDS	removed	join(2309026..2309212,2309259..2309650)		PMID:17310250	changed second exon 3’ boundary and added C-terminal exons
20070412	-	2007-04-12	I	SPNCRNA.92		misc_RNA	added	3875656..3876105			
20070412	-	2007-04-12	I	SPNCRNA.92		misc_RNA	removed	complement(3875656..3876105)			
20070312	-	2007-03-12	I	SPAC4H3.06		CDS	added	join(3837449..3837519,3837568..3837751,3837811..3837890,3837940..3838000)			
20070312	-	2007-03-12	I	SPAC4H3.06		CDS	removed	join(3837431..3837519,3837568..3837751,3837811..3837890,3837940..3838000)			
20070226	-	2007-02-26	I	SPNCRNA.82	mrp1	misc_RNA	added	1234451..1234849	EMBL:EF424786,EMBL:SPC10292	pers. comm. Val Wood	upon realisation that this corresponded to RNase MRP
20070226	-	2007-02-26	I	SPNCRNA.82		misc_RNA	removed	1234705..1234837		pers. comm. Val Wood	upon realisation that this corresponded to RNase MRP
20070111	-	2007-01-11	II	SPBP22H7.09c	mis15	CDS	added	complement(join(1449715..1450274,1450328..1450690,1450749..1451055))		PMID:15369671	updated sequence coordinates
20070111	-	2007-01-11	II	SPBP22H7.09c	mis15	CDS	removed	complement(join(1449715..1450282,1450330..1450690,1450749..1451055))		PMID:15369671	updated sequence coordinates
20061218	-	2006-12-18	I	SPAPB17E12.08		CDS	added	join(1280392..1280406,1280482..1280544,1280720..1280769,1280853..1281225)		pers. comm. Val Wood	Improved homology
20061218	-	2006-12-18	I	SPAPB17E12.08		CDS	removed	join(1280751..1280773,1280853..1281225)		pers. comm. Val Wood	Improved homology
20061218	-	2006-12-18	III	SPCC1223.10c	eaf1	CDS	added	complement(join(1861667..1862158,1862283..1862369,1862535..1862626,1862729..1862813))		PMID:17150956	Added exons
20061218	-	2006-12-18	III	SPCC1223.10c		CDS	removed	complement(join(1861667..1862158,1862283..1862369,1862729..1862749))		PMID:17150956	Added exons
20061023	-	2006-10-23	III	SPCC18.01c		CDS	added	complement(1949478..1952873)			
20061023	-	2006-10-23	III	SPCC18.01c		CDS	removed	complement(1949478..1952744)			
20061006	-	2006-10-06	II	SPBC30B4.08		CDS	added	join(1321592..1321719,1321797..1321904,1321966..1322371,1322434..1322733)		PMID:16797182	gene structure updated
20061006	-	2006-10-06	II	SPBC30B4.08		CDS	removed	join(1321592..1321719,1321966..1322371,1322434..1322733)		PMID:16797182	gene structure updated
20061006	-	2006-10-06	III	SPCC18.01c		CDS	added	complement(1949478..1952744)			
20061006	-	2006-10-06	III	SPCC18.01c		CDS	removed	complement(1949478..1952873)			
20060922	-	2006-09-22	II	SPBC409.12c		CDS	added	complement(join(1162796..1163565,1163720..1163818,1163874..1163982))		pers. comm. C. Chahwan	N-terminal extended by 2 exons
20060922	-	2006-09-22	II	SPBC409.12c		CDS	removed	complement(1162796..1163485)		pers. comm. C. Chahwan	N-terminal extended by 2 exons
20060905	-	2006-09-05	I	SPAC1556.06		CDS	removed	join(3803451..3805487,3805561..3805854)			
20060905	-	2006-09-05	I	SPAC1556.06		CDS	removed	join(3805482..3805487,3805561..3805854)			
20060905	-	2006-09-05	II	SPAC12D12.09		CDS	added	join(2315344..2315374,2315424..2315450,2315494..2315544,2315585..2315697,2315740..2315855,2315904..2316007,2316077..2316276)		pers. comm. Nicole Kosarek	truncated penultimate exon to remove GIN and added new exon to insert KCIDIFGEF
20060905	-	2006-09-05	II	SPAC12D12.09		CDS	removed	join(2315344..2315374,2315494..2315544,2315585..2315697,2315740..2315855,2315904..2316016,2316077..2316276)		pers. comm. Nicole Kosarek	truncated penultimate exon to remove GIN and added new exon to insert KCIDIFGEF
20060905	-	2006-09-05	II	SPRRNA.31		rRNA	added	784153..784398			
20060905	-	2006-09-05	II	SPRRNA.31		rRNA	removed	784199..784398			
20060905	-	2006-09-05	III	SPCC4B3.05c	hem12	CDS	added	join(1167471..1167504,1167562..1167596,1167643..1167667,1167715..1168223,1168273..1168737)			
20060905	-	2006-09-05	III	SPCC4B3.05c	hem12	CDS	removed	join(1167471..1167504,1167562..1167596,1167645..1168223,1168273..1168737)			
20060701	-	2006-07-01	I	SPAC1556.06		CDS	added	join(3803451..3805487,3805561..3805854)			
20060701	-	2006-07-01	I	SPAC1556.06		CDS	added	join(3805482..3805487,3805561..3805854)			
20060701	-	2006-07-01	II	SPRRNA.31		rRNA	added	784199..784398			
20060701	-	2006-07-01	II	SPRRNA.31		rRNA	removed	784153..784398			
20060701	-	2006-07-01	III	SPCC4B3.05c	hem12	CDS	added	join(1167471..1167504,1167562..1167596,1167645..1168223,1168273..1168737)			
20060701	-	2006-07-01	III	SPCC4B3.05c	hem12	CDS	removed	join(1167471..1167504,1167562..1167596,1167643..1167667,1167715..1168223,1168273..1168737)			
20060626	-	2006-06-26	I	SPAC1556.06		CDS	removed	join(3803451..3805487,3805561..3805854)			
20060626	-	2006-06-26	I	SPAC1556.06		CDS	removed	join(3805482..3805487,3805561..3805854)			
20060626	-	2006-06-26	I	SPAC21E11.05c		CDS	added	complement(join(4256629..4257052,4257118..4258032,4258173..4258384))			
20060626	-	2006-06-26	I	SPAC21E11.05c		CDS	removed	complement(join(4256629..4257052,4257118..4258032,4258173..4258234,4258314..4258328))			
20060626	-	2006-06-26	II	SPRRNA.31		rRNA	added	784153..784398			
20060626	-	2006-06-26	II	SPRRNA.31		rRNA	removed	784199..784398			
20060626	-	2006-06-26	III	SPCC4B3.05c	hem12	CDS	added	join(1167471..1167504,1167562..1167596,1167643..1167667,1167715..1168223,1168273..1168737)		pers. comm. Val Wood	Improves Homology
20060626	-	2006-06-26	III	SPCC4B3.05c	hem12	CDS	removed	join(1167471..1167504,1167562..1167596,1167645..1168223,1168273..1168737)		pers. comm. Val Wood	Improves Homology
20060517	-	2006-05-17	I	SPAC1556.06		CDS	added	join(3803451..3805487,3805561..3805854)			
20060517	-	2006-05-17	I	SPAC1556.06		CDS	added	join(3805482..3805487,3805561..3805854)			
20060517	-	2006-05-17	I	SPAC21E11.05c		CDS	added	complement(join(4256629..4257052,4257118..4258032,4258173..4258234,4258314..4258328))		pers. comm. Trevor Pemberton (via Ivo Pedruzzi, UniProt)	Single base insertion allowed first 2 exons to be merged and extended (GAGT[G]GCA)
20060517	-	2006-05-17	I	SPAC21E11.05c		CDS	removed	complement(join(4255729..4256152,4256218..4257132,4257273..4257484))		pers. comm. Trevor Pemberton (via Ivo Pedruzzi, UniProt)	Single base insertion allowed first 2 exons to be merged and extended (GAGT[G]GCA)
