Date	Systematic ID	Primary name	Before / After change	Coordinates	Comment	Reference
2008-01-23	SPBC31F10.12		after	II:join(3773308..3773318,3773373..3773525,3773581..3773678,3773795..3773999,3774059..3774116,3774192..3774212)	Solexa transread data; added new 5’ intron and exon	PMID:18488015
2008-01-23	SPBC31F10.12		before	II:join(3773353..3773525,3773581..3773678,3773795..3773999,3774059..3774116,3774192..3774212)	Solexa transread data; added new 5’ intron and exon	PMID:18488015
2008-01-23	SPBC32H8.08c		after	II:complement(join(1465811..1466035,1466138..1467057,1467311..1467431))	Solexa intron data; removed 5’ intron/exon (unsupported) and trimmed to next met	PMID:18488015
2008-01-23	SPBC32H8.08c		before	II:complement(join(1465811..1466035,1466138..1467057,1467311..1467456,1467514..1467539))	Solexa intron data; removed 5’ intron/exon (unsupported) and trimmed to next met	PMID:18488015
2008-01-23	SPBC4.02c		after	II:complement(join(1185617..1186640,1186738..1186846,1187087..1187162,1187220..1187324))		
2008-01-23	SPBC4.02c		before	II:complement(join(1185617..1186640,1186738..1186846,1187087..1187324))		
2008-01-23	SPBC582.04c		after	II:complement(join(423269..423598,423669..423738,423782..423871,423912..424373,424424..424692,424747..424872,424921..425160,425223..425350,425410..425446))	Solexa transread data; added in-frame intron to (existing) exon 3	PMID:18488015
2008-01-23	SPBC582.04c		before	II:complement(join(423269..423598,423669..423738,423782..423871,423912..424373,424424..424872,424921..425160,425223..425350,425410..425446))	Solexa transread data; added in-frame intron to (existing) exon 3	PMID:18488015
2008-01-23	SPBC725.04		after	II:join(1208965..1210626,1210678..1210722)		
2008-01-23	SPBC725.04		before	II:join(1208965..1210626,1210660..1210722)		
2008-01-23	SPBC8D2.17		after	II:join(1390183..1391093,1391147..1391222)	Solexa transread data; added new 3’ intron/exon	PMID:18488015
2008-01-23	SPBC8D2.17		before	II:1390183..1391238	Solexa transread data; added new 3’ intron/exon	PMID:18488015
2008-01-23	SPBC947.03c		after	II:join(676629..676908,677057..677127)	Solexa transread data; added 5’ inton/exon, improved homology	PMID:18488015
2008-01-23	SPBC947.03c		before	II:676629..676931	Solexa transread data; added 5’ inton/exon, improved homology	PMID:18488015
2008-01-23	SPBP35G2.06c	nup131	after	II:complement(join(973049..974181,974223..974577,974647..975002,975044..975137,975172..976632))	Solexa intron data; changed donor for intron 3	PMID:18488015
2008-01-23	SPBP35G2.06c	nup131	before	II:complement(join(973049..974181,974223..974577,974617..975002,975044..975137,975172..976632))	Solexa intron data; changed donor for intron 3	PMID:18488015
2008-01-23	SPBP4H10.12		after	II:join(2895855..2895863,2896001..2896459,2896516..2896587)	Solexa transread data; added new 3’ intron/exon, improved homology	PMID:18488015
2008-01-23	SPBP4H10.12		before	II:join(2895855..2895863,2896001..2896507)	Solexa transread data; added new 3’ intron/exon, improved homology	PMID:18488015
2008-01-23	SPBP4H10.15		after	II:join(2903103..2905816,2905857..2905881)		
2008-01-23	SPBP4H10.15		before	II:2903103..2905820		
2008-01-23	SPBPB2B2.18		after	II:join(4502692..4502725,4502787..4502857,4503068..4503286,4503527..4503664)	Solexa transread data; changed 5’ intron/exon	PMID:18488015
2008-01-23	SPBPB2B2.18		before	II:join(4502439..4502463,4502712..4502857,4503068..4503286,4503527..4503664)	Solexa transread data; changed 5’ intron/exon	PMID:18488015
2008-01-23	SPBPJ4664.05		after	II:join(705932..706077,706141..706666)	Solexa transread data; added new 5’ intron and exon, improved homology	PMID:18488015
2008-01-23	SPBPJ4664.05		before	II:706175..706666	Solexa transread data; added new 5’ intron and exon, improved homology	PMID:18488015
2008-01-23	SPCC1020.11c		after	III:join(757365..757424,757506..757761,757851..757861)	Solexa transread data; added 3’intron/exon	PMID:18488015
2008-01-23	SPCC1020.11c		before	III:join(757365..757424,757506..757802)	Solexa transread data; added 3’intron/exon	PMID:18488015
2008-01-23	SPCC1393.06c		after	III:complement(join(804627..805627,805678..805800,805849..805921,805965..806009))	Solexa intron data; changed first intron and added a new 2nd exon, improved homology, also confirmed by transread data	PMID:18488015
2008-01-23	SPCC1393.06c		before	III:complement(join(804627..805627,805678..805800,805907..806009))	Solexa intron data; changed first intron and added a new 2nd exon, improved homology, also confirmed by transread data	PMID:18488015
2008-01-23	SPCC1442.08c	cox12	after	III:complement(join(1781505..1781563,1781637..1781744,1781830..1781855,1781920..1781935,1781981..1782032))	Solexa transread data; added 2 small 5’ exons, improved homology	PMID:18488015
2008-01-23	SPCC1442.08c	cox12	before	III:complement(join(1781505..1781563,1781637..1781744,1781830..1781914))	Solexa transread data; added 2 small 5’ exons, improved homology	PMID:18488015
2008-01-23	SPCC1450.14c	ero12	after	III:complement(1759295..1760998)	Solexa intron data; deleted first exon, unsupported	PMID:18488015
2008-01-23	SPCC1450.14c	ero12	before	III:complement(join(1759295..1760998,1761117..1761128))	Solexa intron data; deleted first exon, unsupported	PMID:18488015
2008-01-23	SPCC1620.09c	tfg1	after	III:complement(join(2161331..2161515,2161565..2162363,2162405..2162500,2162584..2163123))	Solexa transread data; added 5’ exon, improved homology	PMID:18488015
2008-01-23	SPCC1620.09c	tfg1	before	III:complement(join(2161527..2162363,2162405..2162500,2162584..2163123))	Solexa transread data; added 5’ exon, improved homology	PMID:18488015
2008-01-23	SPCC1620.10	cwf26	after	III:join(2163205..2164118,2164159..2164165)	Solexa transread data; added 3’ exon encoding single methionine	PMID:18488015
2008-01-23	SPCC1620.10	cwf26	before	III:2163205..2164122	Solexa transread data; added 3’ exon encoding single methionine	PMID:18488015
2008-01-23	SPCC16C4.01	sif2	after	III:join(658832..659139,659223..659488,659567..659628,659709..660197,660298..660322)	Solexa transread data; added 3’ intron which changed frame of final exon, shorter product, improved homology	PMID:18488015
2008-01-23	SPCC16C4.01	sif2	before	III:join(658832..659139,659223..659488,659567..659628,659709..660413)	Solexa transread data; added 3’ intron which changed frame of final exon, shorter product, improved homology	PMID:18488015
2008-01-23	SPCC16C4.16c		after	III:complement(join(697605..697752,697875..698127,698180..698399))	Solexa transread data; added 3’ intron/exon, improved homology	PMID:18488015
2008-01-23	SPCC16C4.16c		before	III:complement(join(697862..698127,698180..698399))	Solexa transread data; added 3’ intron/exon, improved homology	PMID:18488015
2008-01-23	SPCC1827.02c		after	III:complement(2377039..2378127)	Solexa intron data; deleted first exon, unsupported	PMID:18488015
2008-01-23	SPCC1827.02c		before	III:complement(join(2377039..2378078,2378197..2378221))	Solexa intron data; deleted first exon, unsupported	PMID:18488015
2008-01-23	SPCC338.08	ctp1	after	III:complement(join(1358885..1359082,1359121..1359819))	in accordance with paper	pers. comm. Paul Russell; PMID:18378696
2008-01-23	SPCC338.08	ctp1	before	III:complement(1358962..1359819)	in accordance with paper	pers. comm. Paul Russell; PMID:18378696
2008-01-23	SPCC63.10c		after	III:complement(join(854651..855926,855984..856213))	Solexa intron data; deleted 2nd and 3rd introns, were not required or supported	PMID:18488015
2008-01-23	SPCC63.10c		before	III:complement(join(854651..855695,855766..855800,855839..855926,855984..856213))	Solexa intron data; deleted 2nd and 3rd introns, were not required or supported	PMID:18488015
2008-01-23	SPCC736.12c	mmi1	after	III:complement(join(337829..337985,338030..338178,338232..338347,338395..339354,339483..339567))	Solexa transread data; added 3’ exon, improved homology	PMID:18488015
2008-01-23	SPCC736.12c	mmi1	before	III:complement(join(338026..338178,338232..338347,338395..339354,339483..339567))	Solexa transread data; added 3’ exon, improved homology	PMID:18488015
2008-01-23	SPCC830.02	wtf24	after	III:join(2181204..2181342,2181510..2181758,2181808..2182031,2182077..2182371,2182422..2182504)		
2008-01-23	SPCC830.02	wtf24	before	III:join(2181204..2181342,2181510..2181758,2181808..2182031,2182077..2182504)		
2007-12-19	SPAC1639.01c		after	I:complement(join(251726..252337,252392..252752,253590..253630))		
2007-12-19	SPAC1639.01c		before	I:complement(join(251726..252337,252392..252752,252945..252958))		
2007-12-19	SPAC16A10.06c	nse2	after	I:complement(join(3089583..3090047,3090112..3090285,3090533..3090697))	Solexa intron data; revised intron structure/original intron absent from Solexa data	PMID:18488015
2007-12-19	SPAC16A10.06c	nse2	before	I:complement(join(3089583..3089996,3090112..3090285,3090533..3090697))	Solexa intron data; revised intron structure/original intron absent from Solexa data	PMID:18488015
2007-12-19	SPAC17C9.08	pnu1	after	I:complement(join(4484835..4485274,4485350..4485596,4485713..4485994))	Solexa intron data; revised intron structure/original intron absent from Solexa data and unsupported from mRNA data so final exon deleted	PMID:18488015
2007-12-19	SPAC17C9.08	pnu1	before	I:complement(join(4484758..4484804,4484843..4485274,4485350..4485596,4485713..4485994))	Solexa intron data; revised intron structure/original intron absent from Solexa data and unsupported from mRNA data so final exon deleted	PMID:18488015
2007-12-19	SPAC227.11c		after	I:complement(join(514552..515082,515222..515482,515534..515659))	Solexa intron data; removed final exon,  not supported by data	PMID:18488015
2007-12-19	SPAC227.11c		before	I:complement(join(514434..514489,514557..515082,515222..515482,515534..515659))	Solexa intron data; removed final exon,  not supported by data	PMID:18488015
2007-12-19	SPAC23D3.08	usp108	after	I:join(4352514..4353359,4353410..4353577)	Solexa intron data; removed final exon, not supported by data	PMID:18488015
2007-12-19	SPAC23D3.08	usp108	before	I:join(4352514..4353359,4353410..4353573,4353623..4353761)	Solexa intron data; removed final exon, not supported by data	PMID:18488015
2007-12-19	SPAC29E6.03c	uso1	after	I:complement(join(4405990..4407375,4407447..4409096,4409171..4409338))	Solexa intron data; changed internal splice site, better intron, slightly improved homology; deleted final small exon, unsupported	PMID:18488015
2007-12-19	SPAC29E6.03c	uso1	before	I:complement(join(4405871..4405889,4405994..4407291,4407447..4409096,4409171..4409338))	Solexa intron data; changed internal splice site, better intron, slightly improved homology; deleted final small exon, unsupported	PMID:18488015
2007-12-19	SPAC4C5.01		after	I:join(1192545..1192592,1192662..1192704,1192779..1192841,1192916..1193010,1193062..1193145,1193197..1193613)	Solexa intron data` altered intron 5 to improve donor and acceptor, improved homology	PMID:18488015
2007-12-19	SPAC4C5.01		before	I:join(1192545..1192592,1192662..1192704,1192779..1192841,1192916..1193010,1193062..1193175,1193236..1193613)	Solexa intron data` altered intron 5 to improve donor and acceptor, improved homology	PMID:18488015
2007-12-19	SPAC56F8.05c	mug64	after	I:complement(join(1134697..1135061,1135195..1135402,1135517..1135684,1135729..1135776,1135932..1136003))	Solexa intron data; revised intron structure/original intron absent from Solexa data. N terminal exon unsupported and had no branch site so exon deleted	PMID:18488015
2007-12-19	SPAC56F8.05c	mug64	before	I:complement(join(1134697..1135061,1135195..1135402,1135517..1135684,1135729..1135776,1135932..1135970,1136111..1136170))	Solexa intron data; revised intron structure/original intron absent from Solexa data. N terminal exon unsupported and had no branch site so exon deleted	PMID:18488015
2007-12-19	SPAC631.02		after	I:join(2107470..2107515,2107860..2110123)	Solexa transcript data	PMID:18488015
2007-12-19	SPAC631.02		before	I:2107940..2110123	Solexa transcript data	PMID:18488015
2007-12-19	SPAC688.08	srb8	after	I:join(3123163..3125057,3125099..3126310,3126356..3126653)	Solexa intron data; removed final exon, not supported by data	PMID:18488015
2007-12-19	SPAC688.08	srb8	before	I:join(3123163..3125057,3125099..3126310,3126356..3126631,3126671..3126989)	Solexa intron data; removed final exon, not supported by data	PMID:18488015
2007-12-19	SPAC6G9.16c		after	I:complement(join(3278951..3279367,3279420..3279539,3279683..3279819,3279865..3279985))	Solexa transcript data	PMID:18488015
2007-12-19	SPAC6G9.16c		before	I:complement(3278951..3279349)	Solexa transcript data	PMID:18488015
2007-12-19	SPAC823.04		after	I:join(2587729..2587897,2588085..2588620)	Solexa intron data; changed first intron acceptor, which gave a different N-term exon and improved homology	PMID:18488015
2007-12-19	SPAC823.04		before	I:join(2587859..2587897,2588090..2588620)	Solexa intron data; changed first intron acceptor, which gave a different N-term exon and improved homology	PMID:18488015
2007-12-19	SPAPB17E12.08		after	I:join(1279573..1279644,1279820..1279869,1279953..1280325)	Solexa intron data; revised intron structure/original intron absent from Solexa data so small N-term exon deleted	PMID:18488015
2007-12-19	SPAPB17E12.08		before	I:join(1279492..1279506,1279582..1279644,1279820..1279869,1279953..1280325)	Solexa intron data; revised intron structure/original intron absent from Solexa data so small N-term exon deleted	PMID:18488015
2007-12-19	SPAPB1A10.03	nxt1	after	I:join(1863363..1863381,1863434..1863762)	Solexa intron data; SPAPB1A10.03 split to create SPAPB1A10.03 and SPAPB1A10.16; new coordinates 1863363..1863381, 1863434..1863762 and 1863972..1864388	PMID:18488015
2007-12-19	SPAPB1A10.03	nxt1	before	I:join(1863363..1863381,1863434..1863705,1864077..1864388)	Solexa intron data; SPAPB1A10.03 split to create SPAPB1A10.03 and SPAPB1A10.16; new coordinates 1863363..1863381, 1863434..1863762 and 1863972..1864388	PMID:18488015
2007-12-19	SPAPB1A10.15		after	I:join(1892554..1892640,1892926..1893060,1893098..1893694)	Solexa intron data; revised intron structure/original intron absent from Solexa data so small C-term exon deleted	PMID:18488015
2007-12-19	SPAPB1A10.15		before	I:join(1892554..1892640,1892926..1893060,1893098..1893504,1893585..1893618)	Solexa intron data; revised intron structure/original intron absent from Solexa data so small C-term exon deleted	PMID:18488015
2007-12-19	SPBC11B10.03	cog8	after	II:1490611..1491747	Solexa intron data; removed N-teminal exon, poor donor, did not improve homology	PMID:18488015
2007-12-19	SPBC11B10.03	cog8	before	II:join(1490376..1490423,1490593..1491747)	Solexa intron data; removed N-teminal exon, poor donor, did not improve homology	PMID:18488015
2007-12-19	SPBC1604.17c		after	II:join(3900047..3900121,3900166..3901170,3901219..3901542)	Solexa intron data; updated, better donor (GTAATA instead of GTTAGT); original intron prediction not supported by Solexa data	PMID:18488015
2007-12-19	SPBC1604.17c		before	II:join(3900047..3900121,3900166..3901146,3901219..3901542)	Solexa intron data; updated, better donor (GTAATA instead of GTTAGT); original intron prediction not supported by Solexa data	PMID:18488015
2007-12-19	SPBC16A3.14		after	II:complement(4271131..4271937)	Solexa intron data; removed final exon, unsupported by data	PMID:18488015
2007-12-19	SPBC16A3.14		before	II:complement(join(4270907..4270939,4271137..4271937))	Solexa intron data; removed final exon, unsupported by data	PMID:18488015
2007-12-19	SPBC16D10.10		after	II:join(3618117..3618179,3618228..3618617,3618658..3618702,3618747..3618971,3619077..3619321,3619366..3619540)	Solexa intron data; exon 4 splice altered	PMID:18488015
2007-12-19	SPBC16D10.10		before	II:join(3618117..3618179,3618228..3618617,3618658..3618702,3618747..3618920,3619065..3619321,3619366..3619540)	Solexa intron data; exon 4 splice altered	PMID:18488015
2007-12-19	SPBC16H5.04		after	II:complement(join(2293393..2293775,2293877..2294039,2294087..2294125))	Solexa intron data; altered intron 2 donor and acceptor, improved homology	PMID:18488015
2007-12-19	SPBC16H5.04		before	II:complement(join(2293393..2293824,2293938..2294039,2294087..2294125))	Solexa intron data; altered intron 2 donor and acceptor, improved homology	PMID:18488015
2007-12-19	SPBC19G7.06	mbx1	after	II:join(2359429..2359479,2359547..2359693,2359845..2359928,2360001..2361092)	Christopher J. McInerny	
2007-12-19	SPBC19G7.06	mbx1	before	II:join(2359429..2359479,2359547..2359693,2359845..2359928,2360064..2361092)	Christopher J. McInerny	
2007-12-19	SPBC21B10.02		after	II:complement(1669719..1670144)	Solexa intron data; intron unsupported by Solexa transcript data, removed final exon	PMID:18488015
2007-12-19	SPBC21B10.02		before	II:complement(join(1669624..1669695,1669737..1670144))	Solexa intron data; intron unsupported by Solexa transcript data, removed final exon	PMID:18488015
2007-12-19	SPBC21C3.07c		after	II:complement(join(3807920..3808607,3808665..3808795))	Solexa intron data; removed final exon, not supported by data	PMID:18488015
2007-12-19	SPBC21C3.07c		before	II:complement(join(3807714..3807783,3807963..3808607,3808665..3808795))	Solexa intron data; removed final exon, not supported by data	PMID:18488015
2007-12-19	SPBC29A3.07c		after	II:complement(join(2050258..2050358,2050452..2050695))	Solexa intron data; final exon deleted, not supported by Solexa intron data; homology improved	PMID:18488015
2007-12-19	SPBC29A3.07c		before	II:complement(join(2050069..2050183,2050304..2050358,2050452..2050695))	Solexa intron data; final exon deleted, not supported by Solexa intron data; homology improved	PMID:18488015
2007-12-19	SPBC354.07c		after	II:complement(join(558335..559225,559273..559474,559942..560028,560151..560163,560231..560246))	Solexa transcript data; additional exon added	PMID:18488015
2007-12-19	SPBC354.07c		before	II:complement(join(558335..559225,559273..559474,559942..560028,560151..560170))	Solexa transcript data; additional exon added	PMID:18488015
2007-12-19	SPBPB2B2.07c		after	II:complement(join(4474145..4474403,4474438..4474931))	Solexa transcript data	PMID:18488015
2007-12-19	SPBPB2B2.07c		before	II:complement(4474434..4474931)	Solexa transcript data	PMID:18488015
2007-12-19	SPCC1442.13c		after	III:complement(1791346..1791909)	Solexa intron data; deleted final exon, improved homology	PMID:18488015
2007-12-19	SPCC1442.13c		before	III:complement(join(1791196..1791285,1791376..1791909))	Solexa intron data; deleted final exon, improved homology	PMID:18488015
2007-12-19	SPCC1450.09c		after	III:complement(1741588..1743459)	Solexa intron data; original intron absent from Solexa data; C terminal exon unsupported so exon deleted	PMID:18488015
2007-12-19	SPCC1450.09c		before	III:complement(join(1741451..1741481,1741589..1743459))	Solexa intron data; original intron absent from Solexa data; C terminal exon unsupported so exon deleted	PMID:18488015
2007-12-19	SPCC1494.02c	taf13	after	III:complement(join(2318335..2318508,2318579..2318676,2318903..2318966))	Solexa intron data; 2 C-terminal exons removed, not supported by homology	PMID:18488015
2007-12-19	SPCC1494.02c	taf13	before	III:complement(join(2317988..2318068,2318200..2318244,2318398..2318508,2318579..2318676,2318903..2318966))	Solexa intron data; 2 C-terminal exons removed, not supported by homology	PMID:18488015
2007-12-19	SPCC18.18c	fum1	after	III:complement(join(1988631..1990100,1990630..1990722))	Solexa transcript data	PMID:18488015
2007-12-19	SPCC18.18c	fum1	before	III:complement(1988631..1990079)	Solexa transcript data	PMID:18488015
2007-12-19	SPCC622.14		after	III:join(1427098..1427310,1427632..1427709,1427788..1428216,1428277..1428522)	Solexa intron data; altered donor for intron 3, improved donor consensus	PMID:18488015
2007-12-19	SPCC622.14		before	III:join(1427098..1427310,1427632..1427709,1427788..1428180,1428277..1428522)	Solexa intron data; altered donor for intron 3, improved donor consensus	PMID:18488015
2007-12-19	SPCC736.05	wtf7	after	III:join(320617..320755,320964..321335,321387..321523)	Solexa intron data; removed final exon,  not supported by data	PMID:18488015
2007-12-19	SPCC736.05	wtf7	before	III:join(320617..320755,320964..321335,321387..321509,321554..321582)	Solexa intron data; removed final exon,  not supported by data	PMID:18488015
2007-11-09	SPCC1020.11c		after	III:join(757365..757424,757506..757802)	Solexa transcript data	PMID:18488015
2007-11-09	SPCC1020.11c		before	III:757494..757802	Solexa transcript data	PMID:18488015
2007-11-09	SPCC1529.01		after	III:join(237554..237923,237975..238080,238139..238533,238588..239092,239151..239250)	Solexa transcript data; new exon added	PMID:18488015
2007-11-09	SPCC1529.01		before	III:join(237554..237923,237975..238080,238139..238533,238588..239105)	Solexa transcript data; new exon added	PMID:18488015
2007-09-19	SPBC725.04		after	II:join(1208965..1210626,1210660..1210722)		
2007-09-19	SPBC725.04		before	II:join(1208965..1210626,1210678..1210722)		
2007-09-04	SPAC22F8.07c	rtf1	after	I:complement(join(4797267..4797376,4797424..4797575,4797621..4797953,4797992..4798103,4798143..4798230,4798276..4798442,4798490..4798928))	Two in-frame splices added	EMBL:AJ627891
2007-09-04	SPAC22F8.07c	rtf1	before	I:complement(join(4797267..4797376,4797424..4797953,4797992..4798103,4798143..4798442,4798490..4798928))	Two in-frame splices added	EMBL:AJ627891
2007-07-05	SPAC23C4.04c		after	I:1036033..1036347	altered to include stop codon and trimmed to methionine	pers. comm. Val Wood
2007-07-05	SPAC23C4.04c		before	I:1036027..1036344	altered to include stop codon and trimmed to methionine	pers. comm. Val Wood
2007-07-05	SPAC9E9.02		after	I:complement(4435617..4435913)	altered to include stop codon	pers. comm. Val Wood
2007-07-05	SPAC9E9.02		before	I:complement(4435620..4435913)	altered to include stop codon	pers. comm. Val Wood
2007-07-05	SPCC338.03c		after	III:1368919..1369344		
2007-07-05	SPCC338.03c		before	III:1368919..1369341		
2007-06-20	SPAC11D3.11c		after	I:complement(join(127165..129059,129103..129127,129172..129185))		
2007-06-20	SPAC11D3.11c		before	I:complement(join(127165..128028,128028..129059,129103..129127,129172..129185))		
2007-06-20	SPAPB24D3.05c		after	I:complement(2954989..2955350)		
2007-06-20	SPAPB24D3.05c		before	I:complement(join(2954989..2955225,2955225..2955350))		
2007-06-20	SPBCPT2R1.07c		after	II:complement(4523274..4524970)		
2007-06-20	SPBCPT2R1.07c		before	II:complement(join(4523274..4524496,4524496..4524970))		
2007-06-20	SPCC18B5.02c		after	III:complement(717851..718869)		
2007-06-20	SPCC18B5.02c		before	III:complement(join(717851..718698,718698..718869))		
2007-05-31	SPAC29E6.04		after	I:join(4409773..4410192,4410194..4410391)	Sequence frameshifted at 4410192, new coordinates give an N terminal extension from 4410194..4410391 (NOTE: Still needs resequencing and underlying sequence changing)	PMID:17035632
2007-05-31	SPAC29E6.04		before	I:4409773..4410210	Sequence frameshifted at 4410192, new coordinates give an N terminal extension from 4410194..4410391 (NOTE: Still needs resequencing and underlying sequence changing)	PMID:17035632
2007-04-12	SPAC13G7.07		after	I:join(2309026..2309212,2309259..2309569,2309610..2309667,2309714..2309958)	changed second exon 3’ boundary and added C-terminal exons	PMID:17310250
2007-04-12	SPAC13G7.07		before	I:join(2309026..2309212,2309259..2309650)	changed second exon 3’ boundary and added C-terminal exons	PMID:17310250
2007-03-12	SPAC4H3.06		after	I:join(3837449..3837519,3837568..3837751,3837811..3837890,3837940..3838000)		
2007-03-12	SPAC4H3.06		before	I:join(3837431..3837519,3837568..3837751,3837811..3837890,3837940..3838000)		
2007-01-11	SPBP22H7.09c	mis15	after	II:complement(join(1449715..1450274,1450328..1450690,1450749..1451055))	updated sequence coordinates	PMID:15369671
2007-01-11	SPBP22H7.09c	mis15	before	II:complement(join(1449715..1450282,1450330..1450690,1450749..1451055))	updated sequence coordinates	PMID:15369671
2006-12-18	SPAPB17E12.08		after	I:join(1280392..1280406,1280482..1280544,1280720..1280769,1280853..1281225)	Improved homology	pers. comm. Val Wood
2006-12-18	SPAPB17E12.08		before	I:join(1280751..1280773,1280853..1281225)	Improved homology	pers. comm. Val Wood
2006-12-18	SPCC1223.10c	eaf1	after	III:complement(join(1861667..1862158,1862283..1862369,1862535..1862626,1862729..1862813))	Added exons	PMID:17150956
2006-12-18	SPCC1223.10c		before	III:complement(join(1861667..1862158,1862283..1862369,1862729..1862749))	Added exons	PMID:17150956
2006-10-23	SPCC18.01c		after	III:complement(1949478..1952873)		
2006-10-23	SPCC18.01c		before	III:complement(1949478..1952744)		
2006-10-06	SPBC30B4.08		after	II:join(1321592..1321719,1321797..1321904,1321966..1322371,1322434..1322733)	gene structure updated	PMID:16797182
2006-10-06	SPBC30B4.08		before	II:join(1321592..1321719,1321966..1322371,1322434..1322733)	gene structure updated	PMID:16797182
2006-10-06	SPCC18.01c		after	III:complement(1949478..1952744)		
2006-10-06	SPCC18.01c		before	III:complement(1949478..1952873)		
2006-09-22	SPBC409.12c		after	II:complement(join(1162796..1163565,1163720..1163818,1163874..1163982))	N-terminal extended by 2 exons	pers. comm. C. Chahwan
2006-09-22	SPBC409.12c		before	II:complement(1162796..1163485)	N-terminal extended by 2 exons	pers. comm. C. Chahwan
2006-09-05	SPAC1556.06		before	I:join(3803451..3805487,3805561..3805854)		
2006-09-05	SPAC1556.06		before	I:join(3805482..3805487,3805561..3805854)		
2006-09-05	SPAC12D12.09		after	II:join(2315344..2315374,2315424..2315450,2315494..2315544,2315585..2315697,2315740..2315855,2315904..2316007,2316077..2316276)	truncated penultimate exon to remove GIN and added new exon to insert KCIDIFGEF	pers. comm. Nicole Kosarek
2006-09-05	SPAC12D12.09		before	II:join(2315344..2315374,2315494..2315544,2315585..2315697,2315740..2315855,2315904..2316016,2316077..2316276)	truncated penultimate exon to remove GIN and added new exon to insert KCIDIFGEF	pers. comm. Nicole Kosarek
2006-09-05	SPCC4B3.05c	hem12	after	III:join(1167471..1167504,1167562..1167596,1167643..1167667,1167715..1168223,1168273..1168737)		
2006-09-05	SPCC4B3.05c	hem12	before	III:join(1167471..1167504,1167562..1167596,1167645..1168223,1168273..1168737)		
2006-07-01	SPAC1556.06		after	I:join(3803451..3805487,3805561..3805854)		
2006-07-01	SPAC1556.06		after	I:join(3805482..3805487,3805561..3805854)		
2006-07-01	SPCC4B3.05c	hem12	after	III:join(1167471..1167504,1167562..1167596,1167645..1168223,1168273..1168737)		
2006-07-01	SPCC4B3.05c	hem12	before	III:join(1167471..1167504,1167562..1167596,1167643..1167667,1167715..1168223,1168273..1168737)		
2006-06-26	SPAC1556.06		before	I:join(3803451..3805487,3805561..3805854)		
2006-06-26	SPAC1556.06		before	I:join(3805482..3805487,3805561..3805854)		
2006-06-26	SPAC21E11.05c		after	I:complement(join(4256629..4257052,4257118..4258032,4258173..4258384))		
2006-06-26	SPAC21E11.05c		before	I:complement(join(4256629..4257052,4257118..4258032,4258173..4258234,4258314..4258328))		
2006-06-26	SPCC4B3.05c	hem12	after	III:join(1167471..1167504,1167562..1167596,1167643..1167667,1167715..1168223,1168273..1168737)	Improves Homology	pers. comm. Val Wood
2006-06-26	SPCC4B3.05c	hem12	before	III:join(1167471..1167504,1167562..1167596,1167645..1168223,1168273..1168737)	Improves Homology	pers. comm. Val Wood
2006-05-17	SPAC1556.06		after	I:join(3803451..3805487,3805561..3805854)		
2006-05-17	SPAC1556.06		after	I:join(3805482..3805487,3805561..3805854)		
2006-05-17	SPAC21E11.05c		after	I:complement(join(4256629..4257052,4257118..4258032,4258173..4258234,4258314..4258328))	Single base insertion allowed first 2 exons to be merged and extended (GAGT[G]GCA)	pers. comm. Trevor Pemberton (via Ivo Pedruzzi, UniProt)
2006-05-17	SPAC21E11.05c		before	I:complement(join(4255729..4256152,4256218..4257132,4257273..4257484))	Single base insertion allowed first 2 exons to be merged and extended (GAGT[G]GCA)	pers. comm. Trevor Pemberton (via Ivo Pedruzzi, UniProt)
2006-05-17	SPAPB17E12.08		after	I:join(1280751..1280773,1280853..1281225)		
2006-05-17	SPAPB17E12.08		before	I:join(1279492..1279506,1279582..1279644,1279820..1279869,1279953..1280325)		
2006-05-17	SPAC12D12.09		after	II:join(2315344..2315374,2315494..2315544,2315585..2315697,2315740..2315855,2315904..2316016,2316077..2316276)		
2006-05-17	SPAC12D12.09		before	II:join(2313544..2313574,2313624..2313650,2313694..2313744,2313785..2313897,2313940..2314055,2314104..2314207,2314277..2314476)		
2006-05-17	SPBC30B4.08		after	II:join(1321592..1321719,1321966..1322371,1322434..1322733)		
2006-05-17	SPBC30B4.08		before	II:join(1320692..1320819,1320897..1321004,1321066..1321471,1321534..1321833)		
2006-05-17	SPBC409.12c		after	II:complement(1162796..1163485)		
2006-05-17	SPBC409.12c		before	II:complement(join(1161896..1162665,1162820..1162918,1162974..1163082))		
2006-05-17	SPBP22H7.09c	mis15	after	II:complement(join(1449715..1450282,1450330..1450690,1450749..1451055))		
2006-05-17	SPBP22H7.09c	mis15	before	II:complement(join(1448815..1449374,1449428..1449790,1449849..1450155))		
2006-05-17	SPCC1223.10c		after	III:complement(join(1861667..1862158,1862283..1862369,1862729..1862749))		
2006-05-17	SPCC1223.10c	eaf1	before	III:complement(join(1860767..1861258,1861383..1861469,1861635..1861726,1861829..1861913))		
2006-05-17	SPCC4B3.05c	hem12	after	III:join(1167471..1167504,1167562..1167596,1167645..1168223,1168273..1168737)		
2006-05-17	SPCC4B3.05c	hem12	before	III:join(1166571..1166604,1166662..1166696,1166743..1166767,1166815..1167323,1167373..1167837)		
2006-02-19	SPAC1556.06		before	I:join(3803451..3805487,3805561..3805854)		
2006-02-19	SPAC1556.06		before	I:join(3805482..3805487,3805561..3805854)		
